,fighter1,fighter2,method,date,event,class
939,Cortney Casey,Randa Markos,Submission,"Aug 20, 2016",UFC 202,Women's Strawweight
940,Lorenz Larkin,Neil Magny,TKO,"Aug 20, 2016",UFC 202,Welterweight
941,Colby Covington,Max Griffin,TKO,"Aug 20, 2016",UFC 202,Welterweight
942,Marvin Vettori,Alberto Uda,Submission,"Aug 20, 2016",UFC 202,Middleweight
943,Yair Rodriguez,Alex Caceres,Decision,"Aug 6, 2016",UFC Fight Night: Rodríguez vs. Caceres,Featherweight
944,Dennis Bermudez,Rony Jason,Decision,"Aug 6, 2016",UFC Fight Night: Rodríguez vs. Caceres,Featherweight
945,Thales Leites,Chris Camozzi,Submission,"Aug 6, 2016",UFC Fight Night: Rodríguez vs. Caceres,Middleweight
946,Santiago Ponzinibbio,Zak Cummings,Decision,"Aug 6, 2016",UFC Fight Night: Rodríguez vs. Caceres,Welterweight
947,Trevor Smith,Joe Gigliotti,Decision,"Aug 6, 2016",UFC Fight Night: Rodríguez vs. Caceres,Middleweight
948,Maryna Moroz,Danielle Taylor,Decision,"Aug 6, 2016",UFC Fight Night: Rodríguez vs. Caceres,Women's Strawweight
949,Court McGee,Dominique Steele,Decision,"Aug 6, 2016",UFC Fight Night: Rodríguez vs. Caceres,Welterweight
950,Marcin Tybura,Viktor Pešta,KO,"Aug 6, 2016",UFC Fight Night: Rodríguez vs. Caceres,Heavyweight
951,David Teymur,Jason Novelli,KO,"Aug 6, 2016",UFC Fight Night: Rodríguez vs. Caceres,Lightweight
952,Teruto Ishihara,Horacio Gutiérrez,KO,"Aug 6, 2016",UFC Fight Night: Rodríguez vs. Caceres,Featherweight
953,Cub Swanson,Tatsuya Kawajiri,Decision,"Aug 6, 2016",UFC Fight Night: Rodríguez vs. Caceres,Featherweight
954,Justin Ledet,Chase Sherman,Decision,"Aug 6, 2016",UFC Fight Night: Rodríguez vs. Caceres,Heavyweight
955,Tyron Woodley,Robbie Lawler (c),KO,"Jul 30, 2016",UFC 201,Welterweight
956,Karolina Kowalkiewicz,Rose Namajunas,Decision,"Jul 30, 2016",UFC 201,Women's Strawweight
957,Jake Ellenberger,Matt Brown,TKO,"Jul 30, 2016",UFC 201,Welterweight
958,Érik Pérez,Francisco Rivera,Decision,"Jul 30, 2016",UFC 201,Bantamweight
959,Ryan Benoit,Fredy Serrano,Decision,"Jul 30, 2016",UFC 201,Flyweight
960,Nikita Krylov,Ed Herman,KO,"Jul 30, 2016",UFC 201,Light Heavyweight
961,Jorge Masvidal,Ross Pearson,Decision,"Jul 30, 2016",UFC 201,Welterweight
962,Anthony Hamilton,Damian Grabowski,KO,"Jul 30, 2016",UFC 201,Heavyweight
963,Wilson Reis,Hector Sandoval,Submission,"Jul 30, 2016",UFC 201,Flyweight
964,Michael Graves,Bojan Veličković,Draw,"Jul 30, 2016",UFC 201,Welterweight
965,Damien Brown,Cesar Arzamendia,KO,"Jul 30, 2016",UFC 201,Lightweight
966,Valentina Shevchenko,Holly Holm,Decision,"Jul 23, 2016",UFC on Fox: Holm vs. Shevchenko,Women's Bantamweight
967,Edson Barboza,Gilbert Melendez,Decision,"Jul 23, 2016",UFC on Fox: Holm vs. Shevchenko,Lightweight
968,Francis Ngannou,Bojan Mihajlović,TKO,"Jul 23, 2016",UFC on Fox: Holm vs. Shevchenko,Heavyweight
969,Felice Herrig,Kailin Curran,Submission,"Jul 23, 2016",UFC on Fox: Holm vs. Shevchenko,Women's Strawweight
970,Eddie Wineland,Frankie Saenz,TKO,"Jul 23, 2016",UFC on Fox: Holm vs. Shevchenko,Bantamweight
971,Darren Elkins,Godofredo Pepey,Decision,"Jul 23, 2016",UFC on Fox: Holm vs. Shevchenko,Featherweight
972,Kamaru Usman,Alexander Yakovlev,Decision,"Jul 23, 2016",UFC on Fox: Holm vs. Shevchenko,Welterweight
973,Michel Prazeres,J.C. Cottrell,Decision,"Jul 23, 2016",UFC on Fox: Holm vs. Shevchenko,Lightweight
974,Alex Oliveira,James Moontasri,Decision,"Jul 23, 2016",UFC on Fox: Holm vs. Shevchenko,Welterweight
975,Jason Knight,Jim Alers,Decision,"Jul 23, 2016",UFC on Fox: Holm vs. Shevchenko,Featherweight
976,Luis Henrique,Dmitry Smolyakov,Submission,"Jul 23, 2016",UFC on Fox: Holm vs. Shevchenko,Heavyweight
977,John Lineker,Michael McDonald,KO,"Jul 13, 2016",UFC Fight Night: McDonald vs. Lineker,Bantamweight
978,Tony Ferguson,Lando Vannata,Submission,"Jul 13, 2016",UFC Fight Night: McDonald vs. Lineker,Lightweight
979,Tim Boetsch,Josh Samman,TKO,"Jul 13, 2016",UFC Fight Night: McDonald vs. Lineker,Middleweight
980,Daniel Omielańczuk,Oleksiy Oliynyk,Decision,"Jul 13, 2016",UFC Fight Night: McDonald vs. Lineker,Heavyweight
981,Keita Nakamura,Kyle Noke,Submission,"Jul 13, 2016",UFC Fight Night: McDonald vs. Lineker,Welterweight
